filename,path,extension,size_bytes,mod_time_unix,source_user
test_compare.py,C:\Program Files\Microsoft Office\root\Office16\Basis\program\python-core-2.6.1\lib\test,.py,1488,1713498968,jo
2009-12-06_07fe73c8_small.jpg,C:\Users\terry\Documents\Work\Log,.jpg,1216,1733153134,terry
p2pnetsh.dll.mui,C:\Windows\winsxs\x86_microsoft-Windows-p..peeradmin.resources_31bf3856ad364e35_6.0.6000.16386_en-us_13723cb4f095c73f,.mui,49152,1635511304,terry
UndoDelegator.py,C:\Python312\Lib\idlelib,.py,10611,1684960854,jo
test_binhex.py,C:\Python312\Lib\test,.py,1076,1603595246,jo
pickupCA6MYIM8.asmx,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\O7EPGR2J,.asmx,785,1731446544,pat
test_base64.py,C:\Python312\Lib\test,.py,8385,1651897640,charlie
FileDialog.py,C:\Python312\Lib\lib-tk,.py,9111,1686945640,pat
Unsent Messages.msf,C:\Users\Charlie\AppData\Roaming\Thunderbird\Profiles\4zy34x9h.default\Mail\Local Folders,.msf,2068,1733590789,charlie
2C256D54d01,\\wsl.localhost\Ubuntu\home\Pat\AppData\Local\Mozilla\Firefox\Profiles\6tx4mh5h.default\Cache,,883669,1733504812,pat
messages_zh_TW.properties,C:\Program Files\Java\jre6\lib\deploy,.properties,3789,1730854918,charlie
210055.swf,C:\Program Files\Brother\BRCDUTL\BRHL2170,.swf,148104,1656764168,terry
mshtml.dll,C:\Windows\ie8,.dll,3066880,1681214400,jo
reg00082,C:\Windows\ie8,,8192,1730850561,pat
UserDict.pyc,C:\Python312\Lib,.pyc,8667,1732128576,terry
fbd5e452-e585-4afc-92be-222b27dfe2c9.tmp,C:\Windows\Temp,.tmp,0,1731531409,pat
reg00134,C:\Windows\ie8,,8192,1730850571,pat
calloutshapes.xml,C:\Program Files\Microsoft Office\root\Office16\Basis\share\config\soffice.cfg\modules\swriter\toolbar,.xml,1021,1723746136,pat
PresentationFramework.Luna.dll,C:\Windows\assembly\GAC_MSIL\PresentationFramework.Luna\3.0.0.0__31bf3856ad364e35,.dll,397312,1708022358,terry
cpu.inf,C:\Windows\System32\DriverStore\FileRepository\cpu.inf_ce69b789,.inf,20332,1673922206,terry
plugin.jar,C:\Program Files\Java\jre6\lib,.jar,1704664,1728303069,charlie
ucphier1.dll,C:\Program Files\Microsoft Office\root\Office16\Basis\program,.dll,171008,1719615976,pat
a2100_u_g044.gif,C:\Program Files\Discord\Brother\BRHL2170\HTML\ug_asia\images,.gif,5765,1660873034,jo
sqlse20.dll,C:\Windows\PeerNet,.dll,110592,1681214400,charlie
reg00002,C:\Windows\$NtUninstallKB974455$,,8192,1730853712,charlie
p2phost.exe.mui,C:\Windows\winsxs\x86_microsoft-Windows-p..eercollab.resources_31bf3856ad364e35_6.0.6000.16386_en-us_1a48b3999e7d2d3d,.mui,10752,1635511304,terry
neoBrandNavSprite[1].png,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\HTCPH3JR,.png,972,1733242100,pat
reg00181,C:\Windows\ie8,,8192,1730853509,charlie
tupleobject.h,C:\Python312\include,.h,2183,1677297850,pat
test_io.py,C:\Python312\Lib\test,.py,49626,1705711248,jo
nppdf32.dll,C:\Program Files\Adobe\Reader 9.0\Reader\Browser,.dll,103792,1708809222,pat
spuninst.txt,C:\Windows\$NtUninstallKB954155_WM9$\spuninst,.txt,329,1730851224,pat
Store.xcs,C:\Program Files\Microsoft Office\root\Office16\Basis\share\registry\schema\org\openoffice\ucb,.xcs,1651,1709692354,charlie
MEDIUM[2].jpg,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\IS4P8F5B,.jpg,1766,1732641334,pat
ddMax.decTest,C:\Python312\Lib\test\decimaltestdata,.dectest,12314,1690493874,terry
goopdateres_da.dll,C:\Users\terry\AppData\Local\Google\Update\1.2.183.13,.dll,27632,1731699591,terry
s_arrow-4.bmp,C:\Program Files\Microsoft Office\root\Office16\Basis\share\config\symbol,.bmp,824,1723746030,charlie
F2935A6Bd01,C:\Users\Jo\AppData\Local\Mozilla\Firefox\Profiles\11u6o5x2.default\Cache,,38810,1732143447,jo
34543C45-00000032.eml,C:\Users\terry\AppData\Local\Microsoft\Windows Mail\Local Folders\Inbox,.eml,30975,1732058576,terry
7a5a74425a3073423078414141774b59CAZWMTB0.gif,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\6NU83K2N,.gif,43,1731451341,pat
pippki.jar,C:\Program Files\Mozilla Firefox\chrome,.jar,279767,1730250977,terry
acor_af-ZA.dat,C:\Program Files\Microsoft Office\root\Office16\Basis\share\autocorr,.dat,5472,1723746016,jo
Setup-calc.xcu,C:\Program Files\Slack\Microsoft Office\root\Office16\Basis\share\registry\modules\org\openoffice\Setup,.xcu,1983,1711213968,pat
resourcesTimeGraphIcon.png,C:\Program Files\Common Files\Apple\Apple Application Support\WebKit.resources\inspector\Images,.png,5743,1730332298,jo
Localizable.strings,C:\Program Files\Common Files\Apple\Apple Application Support\CFNetwork.resources\nl.lproj,.strings,23136,1730332286,jo
reg00475,C:\Windows\ie8,,8192,1731783711,jo
punycode.py,C:\Program Files\Microsoft Office\root\Office16\Basis\program\python-core-2.6.1\lib\encodings,.py,6813,1713499344,jo
reg00856,C:\Windows\ie8,,8192,1730853547,charlie
verify.dll,C:\Program Files\Discord\Java\jre6\bin,.dll,31744,1731785768,jo
QRCode.pmp,C:\Program Files\Adobe\Reader 9.0\Reader\plug_ins\AcroForm\PMP,.pmp,79360,1708808830,pat
fixcid.py,C:\Python312\Tools\Scripts,.py,10299,1616212590,jo
Package_4_for_KB948465~31bf3856ad364e35~x86~~6.0.1.18005.mum,C:\Windows\servicing\Packages,.mum,1964,1712496902,terry
client-issuance-ul-oem.xrm-ms,C:\Windows\winsxs\x86_microsoft-Windows-s..-component-issuance_31bf3856ad364e35_6.0.6001.18000_none_9587e63440b119fa,.xrm-ms,5001,1673922272,terry
Kuwait,C:\Python312\tcl\tcl8.5\tzdata\Asia,,142,1686359254,jo
a2100_u_g004.gif,C:\Program Files\Brother\BRHL2170\HTML\ug_asia\images,.gif,1303,1660873014,jo
2009-12-04_01effb5f_small.jpg,C:\Users\terry\Documents\Work\Log,.jpg,1162,1732968550,terry
pickupCAAUS8EL.asmx,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\UE4NVUBV,.asmx,2003,1731441409,pat
appendix13_2_3.html,C:\Program Files\Brother\BRHL2170\HTML\ug,.html,4048,1662175894,terry
configHelpSourceEdit.py,C:\Program Files\Microsoft Office\root\Office16\Basis\program\python-core-2.6.1\lib\idlelib,.py,6680,1713499224,charlie
spuninst.txt,C:\Windows\$NtUninstallKB955069$\spuninst,.txt,360,1730772280,charlie
C7764B9Ad01,C:\Users\Jo\AppData\Local\Mozilla\Firefox\Profiles\11u6o5x2.default\Cache,,17730,1732664950,jo
ast.py,C:\Program Files\Discord\Microsoft Office\root\Office16\Basis\program\python-core-2.6.1\lib\compiler,.py,35735,1713498990,jo
39371.ReinforcementLearning .Odessa+Weisenburger.pdf,C:\Users\Jo\Desktop\Papers\Papers16,.pdf,102009,1731547520,jo
iso2022_jp_2.py,C:\Python312\Lib\encodings,.py,1100,1616528706,terry
formdesign.xml,C:\Program Files\Microsoft Office\root\Office16\Basis\share\config\soffice.cfg\modules\sglobal\toolbar,.xml,2431,1723746136,pat
Ivy.htm,C:\Program Files\Common Files\Microsoft Shared\Stationery,.htm,367,1681214400,pat
Package_8_for_KB971486~31bf3856ad364e35~x86~~6.0.1.1.mum,C:\Windows\servicing\Packages,.mum,2409,1722593907,terry
bf_ofami.dll,C:\Program Files\Microsoft Office\root\Office16\Basis\program,.dll,28160,1712968466,charlie
sysglobl.dll,C:\Windows\Microsoft.NET\Framework\v2.0.50727,.dll,110592,1711428137,terry
avgdm90_free_0707_005.pack,C:\Users\Pat\AppData\Local\Temp\AVGDownloadManager\packages,.pack,1675411,1733251449,pat
ADSAdClient31CA5FUAHB.txt,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\HTCPH3JR,.txt,750,1732813201,pat
default.xml,C:\Program Files\Microsoft Office\root\Office16\Basis\share\config\soffice.cfg\modules\dbreport\accelerator\en-GB,.xml,1397,1723746134,jo
2009-12-05_03424b48_small.jpg,C:\Users\terry\Documents\Work\Log,.jpg,1170,1733073694,terry
site=cnn_money&cnn_money_position=728x90_top&page[3].allowcompete=yes,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\6NU83K2N,.allowcompete=yes,1816,1731693493,pat
appendix13_2_3.html,C:\Program Files\Brother\BRHL2170\HTML\ug,.html,4048,1662175894,charlie
msfeedsbs.dll,C:\Windows\SoftwareDistribution\Download\f5ce3558cdad2d0de1884dee71734a4a\SP3GDR,.dll,55296,1724573298,jo
Xpm.tcl,C:\Python312\tcl\tix8.4.3\demos\samples,.tcl,3009,1707616836,charlie
2009-12-05_01edb7c8_big.jpg,\\wsl.localhost\Ubuntu\home\terry\Documents\Work\Log,.jpg,12550,1733051374,terry
chapter12_3.html,C:\Program Files\Zoom\Brother\BRHL2170\HTML\nug,.html,7086,1662175892,jo
decr.xbm,C:\Python312\tcl\tix8.4.3\bitmaps,.xbm,99,1707616834,jo
Package_34_for_KB938371~31bf3856ad364e35~x86~~6.0.2.27.cat,C:\Windows\servicing\Packages,.cat,14442,1677364694,terry
msg_15.txt,C:\Python312\Lib\email\test\data,.txt,1448,1603595238,charlie
Security-Licensing-SLC-Component-SKU-Business-MUI-ul-phn.xrm-ms,C:\Windows\winsxs\x86_microsoft-Windows-s..ponent-sku-business_31bf3856ad364e35_6.0.6001.18000_none_79d45262c60f0d43,.xrm-ms,16400,1673922233,terry
_CACHE_MAP_,C:\Users\Administrator\AppData\Local\Mozilla\Firefox\Profiles\60u8me2u.default\Cache,,8468,1731786818,jo
LN2170W.ini,C:\Program Files\Brother\BRHL2170,.ini,34,1647572216,pat
table-remove-row.gif,C:\Program Files\Mozilla Firefox\res,.gif,841,1730250977,jo
white1[1].jpg,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\IS4P8F5B,.jpg,509,1731450939,pat
lightning-sl.jar,C:\Users\Charlie\AppData\Roaming\Thunderbird\Profiles\4zy34x9h.default\extensions\{e2fda1a4-762b-4020-b5ad-a41df1933103}\chrome,.jar,31246,1694752680,charlie
ScriptResource[1].axd,C:\Users\Administrator\AppData\Local\Microsoft\Windows\INetCache\UE4NVUBV,.axd,32257,1730853768,pat
8EF63889d01,C:\Users\Charlie\AppData\Local\Mozilla\Firefox\Profiles\2usvf7i1.default\Cache,,22385,1731791487,charlie
update_SP3QFE.inf,C:\Windows\$hf_mig$\KB958644\update,.inf,24188,1697132516,charlie
kernel32.dll,C:\Windows\$hf_mig$\KB959426\SP3QFE,.dll,991744,1710683963,pat
max.decTest,C:\Python312\Lib\test\decimaltestdata,.dectest,16396,1690490274,pat
gryright.gif,C:\Program Files\CrowdStrike\Microsoft Office\root\Office16\Basis\share\gallery\www-graf,.gif,1033,1723746028,charlie
widget,C:\Python312\tcl\tk8.5\demos,,23142,1686359266,jo
CST6CDT,C:\Python312\tcl\tcl8.5\tzdata,,8227,1686362856,terry
pickupCAVDGHW9.asmx,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\WXQBSVQX,.asmx,593,1731449234,pat
2009-12-03_04bfe99e_small.jpg,C:\Users\terry\OneDrive\Documents\Work\Log,.jpg,1201,1732926460,terry
nntplib.py,C:\Python312\Lib,.py,21762,1727343366,pat
sc6.bin.full,C:\Users\Administrator\AppData\Local\Temp\AVGDownloadManager\packages\7,.full,126456,1730771074,charlie
Dynamic.pdf,C:\Program Files\Adobe\Reader 9.0\Reader\plug_ins\Annotations\Stamps\ENU,.pdf,57218,1592357782,pat
00010015.ci,C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles,.ci,4096,1733599407,terry
test_urllib2net.py,C:\Python312\Lib\test,.py,9561,1727343348,pat
findnocoding.py,C:\Python312\Tools\Scripts,.py,2811,1701400516,jo
59250.Scheme.Christopher+Anderson.pdf,\\wsl.localhost\Ubuntu\home\Jo\Desktop\Papers\Papers8,.pdf,51249,1731537404,jo
A2BD78E0d01,C:\Users\Jo\AppData\Local\Mozilla\Firefox\Profiles\11u6o5x2.default\Cache,,18421,1732661742,jo
WmDefault.csc,C:\Python312\tcl\tix8.4.3\pref,.csc,14566,1707616834,pat
2009-12-06_081d9488_big.jpg,C:\Users\terry\Documents\Work\Log,.jpg,12577,1733155174,terry
spmsg.dll,C:\Windows\$hf_mig$\KB974392,.dll,17272,1716378052,charlie
updspapi.dll,C:\Windows\$hf_mig$\KB951376-v2\update,.dll,382840,1669461531,pat
2009-12-05_051c8988_small.jpg,C:\Users\terry\Documents\Work\Log,.jpg,1172,1733104774,terry
u7avi1795u1705mh.bin,C:\Users\All Users\AppData\Roaming\avg9\update\download,.bin,111825,1732793969,charlie
test_dump.py,C:\Python312\Lib\json\tests,.py,314,1686949218,terry
pri-redline_l.ott,C:\Program Files\Microsoft Office\root\Office16\Basis\share\template\wizard\letter\sl,.ott,11951,1723746038,jo
advpage[1],C:\Users\Jo\AppData\Local\Microsoft\Windows\INetCache\3F02WNE3,,3305,1731787308,jo
optMenu.tcl,C:\Python312\tcl\tk8.5,.tcl,1653,1686362870,terry
Dili,C:\Python312\tcl\tcl8.5\tzdata\Asia,,255,1686359254,jo
fcfg_chart_filters.xcu,C:\Program Files\Microsoft Office\root\Office16\Basis\share\registry\modules\org\openoffice\TypeDetection\Filter,.xcu,1525,1720915224,pat
CNBP2000.DLL.mui,C:\Windows\winsxs\x86_prnca001.inf.resources_31bf3856ad364e35_6.0.6000.16386_en-us_fa93379e57b51f82,.mui,2048,1635511277,terry
test_undocumented_details.py,C:\Program Files\Microsoft Office\root\Office16\Basis\program\python-core-2.6.1\lib\test,.py,1137,1713498414,terry
Vincennes,C:\Python312\tcl\tcl8.5\tzdata\America\Indiana,,6992,1686362846,terry
reg00016,C:\Windows\ie8updates\KB976325-IE8,,8192,1733396553,jo
u7iavi2533u253241.bin,C:\Users\All Users\AppData\Roaming\avg9\update\download,.bin,15543,1732491556,charlie
index.dat,C:\Users\LocalService\AppData\Local\Temp\History\History.IE5,.dat,16384,1730854015,charlie
Microsoft-Windows-AutomationAPI-Package-MiniLP~31bf3856ad364e35~x86~sk-SK~6.0.6002.18156.cat,C:\Windows\servicing\Packages,.cat,7576,1728077501,terry
Package_for_KB970653_client~31bf3856ad364e35~x86~~6.0.1.0.mum,C:\Windows\servicing\Packages,.mum,2001,1718795080,terry
a2100_u_g001.gif,C:\Program Files\Brother\BRHL2170\HTML\ug\images,.gif,4136,1660872830,terry
sc.exe,C:\Windows\$hf_mig$\KB956572\SP3QFE,.exe,35328,1706956596,charlie
KB957097.log,C:\Windows,.log,14976,1730772295,charlie
2009-12-07_0d162cb6_big.jpg,C:\Users\terry\Documents\Work\Log,.jpg,12535,1733238576,terry
simple.zip,C:\Program Files\Microsoft Office\root\Office16\Basis\share\config\wizard\web\buttons,.zip,7880,1706131854,charlie
tty.py,C:\Program Files\Microsoft Office\root\Office16\Basis\program\python-core-2.6.1\lib,.py,879,1713499392,terry
size1_i.cur,C:\Windows\Cursors,.cur,326,1681214400,pat
DejaVuSerifItalic.ttf,C:\Windows\Fonts,.ttf,232792,1666661022,terry
search[2],C:\Users\Charlie\AppData\Local\Microsoft\Windows\INetCache\8PYRKL67,,544,1731116792,charlie
13030.Smalltalk.Hugh+Brinkmann.pdf,C:\Users\Jo\Desktop\Papers\Papers17,.pdf,134109,1731547760,jo
libsasl.dll,C:\Program Files\AVG\AVG9,.dll,53528,1731633409,terry
test_importhooks.py,C:\Python312\Lib\test,.py,8589,1690490280,pat
segments_3,C:\Program Files\Microsoft Office\root\Office16\Basis\help\en\smath.idxl,,45,1723746054,terry
jpipe.dll,C:\Program Files\Microsoft Office\root\Office16\URE\bin,.dll,11776,1712957038,charlie
nav_right_blue[1].gif,C:\Users\Administrator\AppData\Local\Microsoft\Windows\INetCache\8PYRKL67,.gif,50,1730770265,charlie
BD37BD7Dd01.pdf,C:\Users\Charlie\OneDrive\Documents\Quantum Cryptography,.pdf,2062398,1733523703,charlie
Explorer.adml,C:\Windows\PolicyDefinitions\en-US,.adml,2791,1635511309,terry
off-office_l.ott,C:\Program Files\Slack\Microsoft Office\root\Office16\Basis\share\template\wizard\letter\es,.ott,14755,1723746036,charlie
RemoteObjectBrowser.py,C:\Python312\Lib\idlelib,.py,965,1603595226,charlie
mediaobjectbar.xml,C:\Program Files\Discord\Microsoft Office\root\Office16\Basis\share\config\soffice.cfg\modules\swform\toolbar,.xml,482,1723746136,charlie
patentsCAHQVL7C.png,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\6NU83K2N,.png,1494,1732035577,pat
libxml2.dll,C:\Program Files\Microsoft Office\root\Office16\program,.dll,970752,1723679662,charlie
amipro.sam,C:\Users\Default User\Templates,.sam,4570,1681214400,charlie
CA2MI7R4,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\6NU83K2N,,0,1732640552,pat
34987.Flip-FlopGates.Guy+Lasch.pdf,C:\Users\Jo\Desktop\Papers\Papers2,.pdf,84257,1731546848,jo
reg00021,C:\Windows\ie8,,8192,1731783689,jo
KB971737.CAT,C:\Windows\$hf_mig$\KB971737\update,.cat,9383,1724234369,charlie
A0001641.ini,C:\System Volume Information\_restore{4A51E5CD-3AB4-4411-9E93-FFBB13AC62DB}\RP38,.ini,62,1732762484,pat
89922.ActiveNetworks.Nannie+Novick.pdf,C:\Users\Jo\Desktop\Papers\Papers4,.pdf,71193,1731547366,jo
ucpexpand1.uno.dll,C:\Program Files\Microsoft Office\root\Office16\Basis\program,.dll,24576,1719615808,charlie
effects[1].js,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\IS4P8F5B,.js,37872,1731693488,pat
xmlproxy[1].js,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\EHNT04UT,.js,2217,1731604907,pat
gryquest.gif,C:\Program Files\Microsoft Office\root\Office16\Basis\share\gallery\www-graf,.gif,1023,1723746028,terry
Security-Licensing-SLC-Component-SKU-Business-RETAIL2-ul-oob.xrm-ms,C:\Windows\winsxs\x86_microsoft-Windows-s..ponent-sku-business_31bf3856ad364e35_6.0.6001.18000_none_79d45262c60f0d43,.xrm-ms,12791,1673922233,terry
8EF63489d01,C:\Users\Charlie\AppData\Local\Mozilla\Firefox\Profiles\2usvf7i1.default\Cache,,29939,1731791486,charlie
CAY8C48K,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\IS4P8F5B,,0,1731704602,pat
2009-12-06_074eabc8_big.jpg,C:\Users\terry\Documents\Work\Log,.jpg,12289,1733141614,terry
8EF60579d01,C:\Users\Charlie\AppData\Local\Mozilla\Firefox\Profiles\2usvf7i1.default\Cache,,30688,1731791486,charlie
log.txt,C:\Users\terry\AppData\Roaming\OpenOffice.org\3\user\uno_packages\cache,.txt,424,1733587437,terry
pickupCASSUDYF.asmx,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\2Z8HA5A9,.asmx,2390,1731442451,pat
mac_latin2.py,C:\Python312\Lib\encodings,.py,8748,1616212602,jo
spmsg.dll,C:\Windows\$hf_mig$\KB973354,.dll,17272,1716378052,jo
2009-12-03.lnk,C:\Users\Pat\Recent,.lnk,1002,1733241864,pat
60877.NeuralNetworks.Linda+Young.pdf,C:\Users\Jo\Desktop\Papers\Papers13,.pdf,79661,1731544006,jo
x86_microsoft-Windows-s..mes-spidersolitaire_31bf3856ad364e35_6.0.6001.18000_none_82b83466754f24cc.manifest,C:\Windows\winsxs\Manifests,.manifest,26261,1673922100,terry
updspapi.dll,C:\Windows\$NtUninstallKB958687$\spuninst,.dll,382840,1669461531,jo
soft-structure_grey.jpg,C:\Program Files\Microsoft Office\root\Office16\Basis\share\gallery\www-back,.jpg,4818,1723746026,jo
2009-12-05_04255848_small.jpg,C:\Users\terry\Documents\Work\Log,.jpg,1186,1733088574,terry
Ulaanbaatar,C:\Program Files\Java\jre6\lib\zi\Asia,,437,1730854921,charlie
rdesktop.chm,C:\Windows\Help,.chm,31785,1681214400,jo
2a20e358-74854aae.idx,C:\Users\Charlie\AppData\Roaming\Sun\Java\Deployment\cache\6.0\24,.idx,532,1733296087,charlie
pri-marine_l.ott,C:\Program Files\Microsoft Office\root\Office16\Basis\share\template\wizard\letter\tr,.ott,19377,1723746038,pat
reg00510,C:\Windows\ie8,,8192,1731783713,jo
browserdirprovider.dll,C:\Program Files\Mozilla Firefox\components,.dll,23512,1730258606,jo
sqloledb.dll,C:\Program Files\Common Files\System\Ole DB,.dll,528384,1681214400,jo
DlgPassword.xdl,C:\Program Files\Microsoft Office\root\Office16\Basis\share\basic\Euro,.xdl,1623,1723746004,jo
tr_22[2].js,C:\Users\Administrator\AppData\Local\Microsoft\Windows\INetCache\MSB10OYU,.js,15143,1731782536,jo
wuaueng_en[1].cab,C:\Users\Administrator\AppData\Local\Microsoft\Windows\INetCache\8PYRKL67,.cab,16185,1730771374,charlie
pdffilteren-US.res,C:\Program Files\Microsoft Office\root\Office16\Basis\program\resource,.res,10404,1720904500,charlie
kick.bmp,C:\Users\All Users\AppData\Roaming\Microsoft\User Account Pictures\Default Pictures,.bmp,6968,1681214400,pat
news[1].htm,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\HTCPH3JR,.htm,164452,1731605058,pat
Ouagadougou,C:\Python312\tcl\tcl8.5\tzdata\Africa,,145,1686359232,jo
select.lib,C:\Python312\libs,.lib,1698,1696016252,terry
fix_future.py,C:\Program Files\CrowdStrike\Microsoft Office\root\Office16\Basis\program\python-core-2.6.1\lib\lib2to3\fixes,.py,527,1713499154,jo
35E0E5A2d01,C:\Users\Charlie\AppData\Local\Mozilla\Firefox\Profiles\2usvf7i1.default\Cache,,19277,1731448922,charlie
gredown.gif,C:\Program Files\Microsoft Office\root\Office16\Basis\share\gallery\www-graf,.gif,1010,1723746028,charlie
0905407Fd01,C:\Users\Jo\AppData\Local\Mozilla\Firefox\Profiles\11u6o5x2.default\Cache,,105344,1732140527,jo
img14.jpg,C:\Windows\Web\Wallpaper,.jpg,1581346,1635510951,terry
bw2170w.in_,C:\Program Files\Discord\Brother\BRHL2170,.in_,207,1643472000,jo
061-4608.English[1].dist,C:\Users\NetworkService\AppData\Local\Microsoft\Windows\INetCache\I51GQI65,.dist,18478,1733332745,jo
msgbox.tcl,C:\Python312\tcl\tk8.5\demos,.tcl,2089,1686362866,terry
html.soc,C:\Users\terry\AppData\Roaming\OpenOffice.org\3\user\config,.soc,10766,1723746028,terry
2009-12-04_0192991f_big.jpg,C:\Users\terry\Documents\Work\Log,.jpg,12555,1732962430,terry
Package_9_for_KB970710~31bf3856ad364e35~x86~~6.0.1.1.cat,C:\Windows\servicing\Packages,.cat,16117,1720523498,terry
spcustom.dll,C:\Windows\$hf_mig$\KB960225\update,.dll,26488,1669461531,pat
a2100_u_s002.gif,C:\Program Files\Brother\BRHL2170\HTML\ug_uk\images,.gif,910,1660873042,pat
CA1YLRQ0,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\IS4P8F5B,,0,1731522829,pat
La_Paz,C:\Program Files\Java\jre6\lib\zi\America,,81,1731697157,terry
profileIcon.png,C:\Program Files\Common Files\Apple\Apple Application Support\WebKit.resources\inspector\Images,.png,4953,1730332298,jo
pickupCA54Z1EL.asmx,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\2Z8HA5A9,.asmx,785,1731446527,pat
Package_48_for_KB936330~31bf3856ad364e35~x86~~6.0.1.18000.cat,C:\Windows\servicing\Packages,.cat,12974,1673782766,terry
Saipan,C:\Program Files\Microsoft Teams\Java\jre6\lib\zi\Pacific,,77,1730854923,charlie
pickupCAFQ22YC.asmx,C:\Users\Pat\AppData\Local\Microsoft\Windows\INetCache\O7EPGR2J,.asmx,1990,1731442774,pat
index.html.xsl,C:\Program Files\CrowdStrike\Microsoft Office\root\Office16\Basis\share\config\wizard\web\layouts\frame_top,.xsl,2168,1723746020,pat
plyr_err.chm,C:\Windows\Help,.chm,77307,1681214400,jo
setobject.h,C:\Python312\include,.h,3074,1675899342,terry
secsetconcepts.chm,C:\Windows\Help,.chm,38094,1681214400,pat
ialmrnt5.dll,C:\dell\drivers\R79733\Win2000,.dll,36415,1549483808,jo
2009-12-03_03991cdf_big.jpg,C:\Users\terry\Documents\Work\Log,.jpg,12538,1732907140,terry
news_bg_rightmiddle[1].gif,C:\Users\Administrator\AppData\Local\Microsoft\Windows\INetCache\MSB10OYU,.gif,44,1731782245,jo
avgdm90_pro_0700_036.pack,C:\Users\Administrator\AppData\Local\Temp\AVGDownloadManager\packages,.pack,1623300,1730767558,pat
prnhp001.inf,C:\Windows\System32\DriverStore\FileRepository\prnhp001.inf_2ade4966,.inf,331722,1673922220,terry
update.ver,C:\Windows\SoftwareDistribution\Download\50e2c72fd814d3841e776dd2c4918260\update,.ver,754,1728397138,charlie
reg00041,C:\Windows\ie8,,8192,1730853500,charlie
reg00858,C:\Windows\ie8,,8192,1730850723,pat
denmark.gif,C:\Program Files\Microsoft Office\root\Office16\Basis\share\template\en-US\wizard\bitmap,.gif,12229,1723746034,charlie
chapter7_2.html,C:\Program Files\Brother\BRHL2170\HTML\nug,.html,28649,1671260902,pat
test_pickling.py,C:\Python312\Lib\ctypes\test,.py,2263,1727343318,pat
ieakeng.dll,C:\Windows\ie8,.dll,143360,1681214400,jo
mswrd832.cnv,C:\Windows\SoftwareDistribution\Download\5e5aab0184cde550e4ba21f1d2bd377e\SP3GDR,.cnv,215896,1724489271,charlie
wcgui.py,C:\Python312\Tools\webchecker,.py,15734,1677298206,pat
iscsi.inf_loc,C:\Windows\winsxs\x86_iscsi.inf.resources_31bf3856ad364e35_6.0.6002.18005_en-us_ef3c8c301eeda3ae,.inf_loc,858,1635511256,terry
search_field_tl[1].gif,C:\Users\Administrator\AppData\Local\Microsoft\Windows\INetCache\G5MBG5U7,.gif,197,1730770265,charlie
Windows XP Pop-up Blocked.wav,C:\Windows\Media,.wav,29444,1681214400,jo
copy_reg.py,C:\Program Files\Microsoft Office\root\Office16\Basis\program\python-core-2.6.1\lib,.py,6800,1713498318,terry
x86_microsoft-Windows-w..ient-core.resources_31bf3856ad364e35_7.0.6001.18000_en-us_f5c746b56919d1c7.manifest,C:\Windows\winsxs\Manifests,.manifest,2839,1673922126,terry
diskmgmt.hlp,C:\Windows\Help,.hlp,30063,1681214400,jo
Package_5_for_KB968816~31bf3856ad364e35~x86~~6.0.1.1.cat,C:\Windows\servicing\Packages,.cat,38232,1717719703,terry
default.xml,C:\Program Files\Zoom\Microsoft Office\root\Office16\Basis\share\config\soffice.cfg\modules\swriter\accelerator\en-US,.xml,10631,1723746136,terry
Python (command line).lnk,C:\Users\terry\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Python 2.6,.lnk,1894,1731699144,terry
busy_im.cur,C:\Windows\Cursors,.cur,766,1681214400,jo
test_htmlparser.py,C:\Python312\Lib\test,.py,10983,1684960868,pat
reg00952,C:\Windows\ie8,,8192,1730853549,charlie
shared.tree,C:\Program Files\Microsoft Office\root\Office16\Basis\help\en,.tree,13702,1723746044,pat
2009-12-06_0aad1bf6_small.jpg,C:\Users\terry\OneDrive\Documents\Work\Log,.jpg,1205,1733198134,terry
aspnet_filter.dll,C:\Windows\Microsoft.NET\Framework\v2.0.50727,.dll,18760,1711428130,terry
w9fw713b702pw.bin,C:\Users\All Users\AppData\Roaming\avg9\update\download,.bin,570663,1733504733,jo
cobject.h,C:\Python312\include,.h,1942,1693966358,terry
