filename,path,extension,size_bytes,mod_time_unix,source_user,source_type,label_finance,label_hr,label_it,label_general,recency_score,size_logged,name_len,path_len,path_depth,valuable_ext,junk_ext
requirements.txt,D:\Build_Artifacts\keycloak\v4.4\testsuite\integration-arquillian\tests\base\src\test\java\org\keycloak\testsuite\authz\build\tmp\kotlin-classes\res\merged,.txt,112191,1599035627.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.15789633930084795,11.627966968280907,16,155,19,0,0
5a85adf4.target,C:\Users\mwilliams\Dev\Kernel\third-party\reactos\win32ss\gdi\eng\__pycache__\v3.11\,.target,149402,1748806389.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.631285492918847,11.914402631800533,15,84,12,0,0
IEmailAddress.php,C:\Apps\Production\BLW\src\Type,.php,8139,1764935290.0,mwilliams,github_real,0,0,0,0,0.9322920531385186,9.004545458996587,17,31,5,0,0
Q8cuZLC8cwPxg9IC5YAACwVS_6JN8ksTzvltG6BX9_SowMB0t4PWgZmT2OY0fxpOJlCN7eZmbaC52CxlVntV5QVTe8mHxVm_IvXhY8fvZbWPAGb_xfonrrhe.pdf,C:\Users\natalie28\Desktop\Code_Review\perlqt4\smokegen,.pdf,483416,1736753738.0,synthetic_noise,long_name_injector,0,0,0,0,0.5085806699802035,13.08863491419625,124,55,6,0,0
169612.docx,C:\Users\root\Downloads\ISOs,.docx,146800,1747637093.0,root,govdoc_real,0,0,0,0,0.6168470240700805,11.896833207128452,11,28,4,0,0
87063245.so,C:\Users\keithpotter\source\repos\dfp-manager\vendor\googleads\googleads-php-lib\examples\AdWords\v201609\Reporting\k8s\overlays\production\hooks,.so,21898,1738440116.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.5227988091274413,9.99419625266159,11,145,16,0,0
requirements.txt,C:\Users\john86\AppData\Local\Packages\Canonical\rootfs\home\john86\traefik\pkg\types\node_modules\typescript\esm\helpers,.txt,5130,1533696514.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.11897455253688145,8.543055850941965,16,121,16,0,0
pbtrule-sum.pdf,Z:\Library\Docs\Pbtrule,.pdf,10485,1755409106.0,kristenmartin,govdoc_real,0,0,0,0,0.7274321980184116,9.257796313132479,15,23,3,0,0
4e3eca74.lcl,C:\Work\Projects\invenio-circulation\invenio_circulation\static\js\circulation\.git\info\remotes\origin,.lcl,269559,1743171237.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.5672925719157473,12.504546279060154,12,103,11,0,1
certificate_spec.rb,C:\Users\tara56\Downloads\workshop-master\spec,.rb,1999,1761473457.0,tara56,github_real,0,0,0,0,0.8457380138238582,7.600902459542082,19,46,5,0,0
f6702fd0.mo,C:\Users\thomas38\source\repos\ZoneMinder\web\includes\actions\__pycache__\v3.10\,.mo,36336,1754533214.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.7130262451810925,10.500591784882543,11,81,11,0,0
id_rsa,C:\Users\david79\source\repos\heat\heat\engine\resources\k8s\overlays\production\hooks,,2365,1657981900.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.22400956956152057,7.768956044538332,6,86,12,0,0
JulyTN.dvi,C:\Users\butlerlarry\Desktop\Temporary,.dvi,1384120,1749287986.0,butlerlarry,govdoc_real,0,0,0,0,0.6374306918431307,14.140575839083834,10,38,4,0,0
b65a5269.lastbuildstate,C:\GitLab-Runner\builds\861811\IntrOS-LM4F120XL\startup\LM4F\.iarcc\.git\info\main,.lastbuildstate,105400,1749974932.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.6464061042250313,11.565527402710426,23,82,10,0,0
AISUCVR.pdf,Z:\HR\Recruiting\Reqs\2025\Aisucvr,.pdf,104857,1740331401.0,kristenmartin,govdoc_real,0,1,0,1,0.5397209069919477,11.56036233289485,11,34,5,0,0
db.sqlite3,C:\Users\elizabethhill\Dev\champaranexpress\wp-content\plugins\dojo\dojox\math\random,.sqlite3,115489,1533487109.0,dev_injector,secret_injection,0,0,0,0,0.11888063522851129,11.656939225109133,10,85,10,0,0
ContainerAnalysisClient.SetIamPolicyAsyncSnippet.g.cs,C:\Users\simonrobert\Documents\GitHub\google-cloud-dotnet\apis\Google.Cloud.DevTools.ContainerAnalysis.V1\Google.Cloud.DevTools.ContainerAnalysis.V1.GeneratedSnippets,.cs,1815,1764745969.0,simonrobert,github_real,0,0,0,0,0.9271031897071085,7.504391559161238,53,166,8,0,0
adabasuien-US.res,C:\Program Files\Microsoft Office\root\Office16\Basis\program\resource,.res,6696,1757121940.0,pat,system_noise,0,0,0,0,0.7573548871436511,8.80941494391005,17,70,7,0,0
strings.js,C:\Users\fpatrick\Documents\GitHub\cmv-wab-widgets\wab\2.15\widgets\GridOverlay\nls\ja,.js,213,1753037789.0,fpatrick,github_real,0,0,0,0,0.6897062889180432,5.365976015021851,10,86,11,0,0
d8ff7adb.suo,C:\Work\Projects\alticcio\core\exemples\form\k8s\overlays\production\crds,.suo,6596,1755931711.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.7363082355875357,8.794370279222871,12,73,10,0,0
967_N_Cert2007-01-24.docx,C:\Users\nrodriguez\ssh\keys\backup,.docx,83886,1702996887.0,nrodriguez,govdoc_real,0,0,0,0,0.32930710083159753,11.337225934085149,25,35,5,0,0
1.doc,Z:\Public\Transfer,.doc,2338324,1618065144.0,larsenbrian,govdoc_real,0,0,0,0,0.1745247289188671,14.664945419052364,5,18,2,0,0
Hiring_Plan_By_Department.xlsx,C:\Users\marygonzalez\Documents\HR\Planning,.xlsx,73400,1743499394.0,marygonzalez,chatGPT_HR,0,1,0,1,0.5706612580757272,11.203692838488003,30,43,5,0,0
2023 458-006 PublicVersioncotton corduroy.docx,C:\Users\paul17\Documents\HR\Talent_Acquisition\Candidates\Corduroy,.docx,146800,1764657299.0,paul17,govdoc_real,0,0,0,0,0.92469275356208,11.896833207128452,46,67,7,0,0
ExcludeMimeTypeTest.php,\\wsl$\Ubuntu\home\hmartin\projects\zendTodo\vendor\zendframework\zendframework\tests\ZendTest\Validator\File,.php,5086,1716670552.0,hmartin,github_real,0,0,0,0,0.38415881838906485,8.534443544822764,23,109,14,0,0
Report July 21st.pdf,Z:\Accounting\AP\Invoices\2025\July\July,.pdf,20971,1764065678.0,yharris,govdoc_real,0,0,0,0,0.9089252621676979,9.950943493692423,20,40,6,0,0
Pg2104.docx,C:\Users\lelaurie\Desktop\Writing,.docx,513802,1755415502.0,lelaurie,govdoc_real,0,0,0,0,0.7275395353925513,13.149595202488674,11,33,4,0,0
04-20537-CV0.docx,Z:\HR\Recruiting\Reqs\2024\Docx,.docx,31457,1757237517.0,twest,govdoc_real,0,1,0,1,0.7594628880787083,10.356408601800588,17,31,5,0,0
candidate sheet.xlsx,C:\Users\scottjonathan\Desktop,.xlsx,20971,1757343447.0,scottjonathan,chatGPT_HR,0,1,0,1,0.761405270775836,9.950943493692423,20,30,3,0,0
credentials.json,C:\Users\thorntonashley\source\repos,.json,3899,1742622818.0,dev_injector,secret_injection,0,0,1,1,0.561750698474363,8.268731832117737,16,36,4,0,0
slr26.ap.docx,C:\Users\leejohnny\Documents\Personal\Docs\Docx,.docx,492830,1755401105.0,leejohnny,govdoc_real,0,0,0,0,0.7272979701915303,13.107921595067113,13,47,6,0,0
certificate.p12,C:\Program Files\Enterprise Apps\linux\arch\riscv\include\asm,.p12,114968,1749851578.0,dev_injector,secret_injection,0,0,1,1,0.6447758293790994,11.652417805788762,15,61,7,1,0
12165.docx,C:\Users\umyers\Documents\Old_Files\Archive_2024,.docx,20971,1749320473.0,umyers,govdoc_real,0,0,0,0,0.6378495376935885,9.950943493692423,10,48,5,0,0
5bd96b8c.a,C:\Users\gary29\Desktop\Code_Review\CatholicJourney\app\src\main\java\org\sfx\catholicjourney\core\utils\cmake\CMakeFiles\bin,.a,1095620,1750800653.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.6575349731939196,13.906831883766772,10,125,17,0,0
sbt.rb,C:\Users\angelica05\Dev\chromebrew\packages,.rb,1974,1746927778.0,angelica05,github_real,0,0,0,0,0.6084058397237232,7.5883236773352225,6,43,5,0,0
4542909Ad01,C:\Users\Pat\AppData\Local\Mozilla\Firefox\Profiles\6tx4mh5h.default\Cache,,41300,1747162183.0,pat,system_noise,0,0,0,0,0.6111696959676889,10.628641991731053,11,74,9,0,0
0615DOE-LPG-wd6.docx,C:\Users\emmacruz\Documents\Drafts,.docx,293601,1636989021.0,emmacruz,govdoc_real,0,0,0,0,0.19494033040049388,12.589980387688398,20,34,4,0,0
ChangePasswordController.java,\\wsl$\Debian\home\frivera\git\House_Of_Change\src\com\osahub\thehouse\controller,.java,561,1744480652.0,frivera,github_real,0,0,0,0,0.5809773255986612,6.331501849893691,29,81,12,0,0
STRI auto tour public review EA with SOF 9-06-05 for pdf.docx,Z:\Finance\Internal_Audit\2023\Workpapers\Tour,.docx,4215275,1664476255.0,zphillips,govdoc_real,0,0,0,0,0.23484319901028666,15.25422562770139,61,46,5,0,0
au_shieldred[1].gif,C:\Users\Jo\AppData\Local\Microsoft\Windows\INetCache\MSB10OYU,.gif,1445,1755420674.0,jo,system_noise,0,0,0,0,0.7276263548222296,7.27655640271871,19,62,8,0,0
package-summary.html,C:\Users\zhangcarlos\AppData\Local\Temp\git\SolrCamper\docs\solr-solrj\org\apache\solr\common\params,.html,17345,1738208584.0,zhangcarlos,github_real,0,0,0,0,0.5207998227536677,9.7611172112444,20,100,14,0,0
R359_CP.docx,C:\Users\phillipbolton\Documents\Drafts\Docx,.docx,230686,1743736038.0,phillipbolton,govdoc_real,0,0,0,0,0.5731154549589152,12.348817092335706,12,44,5,0,0
docker-compose.yml,\\wsl$\Ubuntu\home\jeffrey99\projects\hsp\application\views\orders\obj\Debug\net6.0\host\bin,.yml,10046,1763688219.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.8991434273188548,9.215029361462314,18,92,15,0,0
FileDlg.tcl,C:\Python312\tcl\tix8.4.3\demos\samples,.tcl,3111,1743201870.0,pat,system_noise,0,0,0,0,0.5676053501339908,8.043020885298283,11,39,5,0,0
id_ecdsa,C:\Users\root\Desktop\Scripts\Maintenance\fabfile,,89569,1494440921.0,dev_injector,secret_injection,0,0,0,0,0.10362752903820907,11.402775721469242,8,49,6,0,0
11eb48cc.pyc,\\wsl$\Debian\home\amberwoods\git\Dotametrics\public\scripts\controllers\docker\build\context\temp_config,.pyc,114844,1748229124.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.62407391238854,11.651338672123854,12,105,14,0,1
config.json,C:\Users\devops\AppData\Local\Temp\git\backbone\life\Plantae\Magnoliophyta\Liliopsida\Poales\Cyperaceae\Carex\Carex basiantha\docker\images\base\temp_config,.json,121337,1763110227.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.884566212919766,11.706335318749604,11,156,19,0,0
checkpyc.py,C:\Python312\Tools\Scripts,.py,2077,1750936147.0,terry,system_noise,0,0,0,0,0.6593978315270741,7.639161171659173,11,26,3,0,0
HomeCADmodel.java,C:\Users\richmondclifford\AppData\Local\Packages\Canonical\rootfs\home\richmondclifford\homecad\homecad\src\homecad\model\facade,.java,1742,1741359762.0,richmondclifford,github_real,0,0,0,0,0.5493900735373666,7.463363045520021,17,128,15,0,0
b8988ce8.class,C:\Users\jackie45\Desktop\Coding\JCommon\src\main\java\org\jfree\threads\build\generated\source\buildConfig\compile_commands,.class,325133,1735784268.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.500751603767527,12.691992684028722,14,124,16,0,0
CMakeLists.txt,\\wsl$\Ubuntu\home\joadams\projects\GEOG70612\maps\cmake\build\generated\bin,.txt,3669,1745135545.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.5880723465487065,8.207946941048617,14,76,12,0,0
database.yml,C:\Users\db_admin\Downloads\MovieRecommender-master,.yml,2924,1766595272.0,dev_injector,secret_injection,0,0,1,1,0.9804041045654946,7.981049759665957,12,51,4,0,0
VideoReorderVideosParams.cs,C:\Users\sanchezcharles\Desktop\Code_Review\InTouch\ModernDev.InTouch.Shared\API\MethodsParams,.cs,2215,1753351384.0,sanchezcharles,github_real,0,0,0,0,0.6944692797761631,7.703459047867175,27,94,8,0,0
privkey.pem,C:\Users\xtrevino\Downloads\yourlittleone-master\src\main\webapp\js,.pem,116231,1757200571.0,dev_injector,secret_injection,0,0,1,1,0.7587877576370883,11.663343472751174,11,67,8,1,0
MM5247 HTM.pmd,C:\Users\michael53\Documents\Personal\Docs,.pmd,325058,1740262877.0,michael53,govdoc_real,0,0,0,0,0.5390886908762094,12.691761983297301,14,42,5,0,0
efbde16b.ilk,C:\Users\yangjoshua\Documents\GitHub\quasar-theme-framework\k8s\overlays\production\generated,.ilk,1612,1701087970.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.32287117822896516,7.385851078125209,12,93,9,0,0
2025 ANSWER.doc,C:\Users\vanessaburton\Documents\Scans\Answer,.doc,10485,1758566809.0,vanessaburton,govdoc_real,0,0,0,0,0.7845792754588523,9.257796313132479,15,45,5,0,0
39169102.gif,Z:\IT_Admin\Tools,.gif,1237319,1758711508.0,administrator,govdoc_real,0,0,0,0,0.787413921546048,14.028458308299989,12,17,2,0,0
settings.py,C:\Users\sarah87\Documents\GitHub\rr-automation\_episodes\.git\logs\refs\main,.py,47035,1765751215.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.9553357223794875,10.758668544943307,11,77,10,0,0
s1260.docx,Z:\Public\Transfer,.docx,10485,1740051738.0,andrea41,govdoc_real,0,0,0,0,0.5371499595757865,9.257796313132479,10,18,2,0,0
new-user.php,C:\Work\Projects\freshports\include\tags\FreshPorts2_Launch,.php,3014,1747221239.0,stephensjennifer,github_real,0,0,0,0,0.6118699867080869,8.011355109161286,12,59,6,0,0
FINAL_SeverCorr_EA.docx,C:\Users\gtaylor\Documents\Drafts\Docx,.docx,671088,1605455319.0,gtaylor,govdoc_real,0,0,0,0,0.16314006889408833,13.416657045012146,23,38,5,0,0
H41A_May2008_prop.pmd,C:\Users\douglas69\Documents\Meetings\Notes_2024,.pmd,41943,1753768161.0,douglas69,govdoc_real,0,0,0,0,0.7009021915395264,10.644090674252368,21,48,5,0,0
settings.py,C:\Users\solispaul\Desktop\Code_Review\framework\base\core\src\main\java\leap\core\security\.vscode\cpptools\bin\linux-x64\server\pylance\resources,.py,84754,1741446839.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.5502247492578745,11.347520020552587,11,147,20,0,0
CV_Lisa_Belskis.docx,Z:\HR\Recruiting\Reqs\2023,.docx,104857,1524779523.0,lelaurie,govdoc_real,0,0,0,0,0.1151024196374714,11.56036233289485,20,26,4,0,0
fb3e80b9.target,C:\Work\Projects\turtlejs\src\node_modules\lodash\dist,.target,33985,1756815231.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.7518171596688142,10.433703954094051,15,54,7,0,0
a852127e.a,C:\Users\tara56\source\repos\ossim\include\ossim\imaging\node_modules\@babel\bin,.a,467822,1767069873.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.9950861939458207,13.055845298233981,10,80,11,0,0
P215.docx,C:\Users\cunninghamanthony\Desktop\Writing,.docx,31457,1743840049.0,cunninghamanthony,govdoc_real,0,0,0,0,0.5742008269212936,10.356408601800588,9,42,4,0,0
edf5516e.lcl,\\wsl$\Debian\home\frederickmartinez\git\linuxtools\gnome3-shell\nautilus-scripts\System\File Info\EXAMINEfiles\.git\hooks\tags,.lcl,25266,1735719826.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.5002397299289199,10.137254475487468,12,127,15,0,1
37_RedCrab_Text_Complete_2006_rev.docx,Z:\HR\Payroll\Cycles\2025,.docx,94371,1503965560.0,chelseakline,govdoc_real,0,0,0,0,0.10697565679647529,11.454999697966604,38,25,4,0,0
164d3057.timestamp,C:\Work\Projects\caloris10\caloris\themes\caloris-admin\js\__pycache__\v3.9\,.timestamp,11074,1735998037.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.5024571342452309,9.312445594913337,18,76,10,0,0
1770d40e.bin,C:\Users\fhill\Desktop\Code_Review\UniversalEditor\Plugins\UniversalEditor.Plugins.Multimedia\ObjectModels\Multimedia\Picture\obj\Release\x64\host\bin,.bin,55325,1574471045.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.14060333481273876,10.920998239767195,12,150,15,0,0
MDB_165.xml,C:\Users\sandersanthony\Documents\Code_Snippets,.xml,62914,1748303444.0,sandersanthony,govdoc_real,0,0,0,0,0.6249931131054413,11.049539888026068,11,47,4,0,0
firebase.json,\\wsl$\Ubuntu\home\deploy\auth-service,.json,2829,1751889153.0,dev_injector,secret_injection,0,0,1,1,0.6728046436321108,7.948031990637284,13,38,6,0,0
avgamnot.dll,C:\Program Files\Slack\AVG\AVG9,.dll,267032,1755512135.0,charlie,system_noise,0,0,0,0,0.7291650890941658,12.495127525250709,12,31,4,0,0
Class.h,C:\Users\ofowler\Desktop\Code_Review\libtourmaline\include\tour,.h,4396,1503303785.0,ofowler,github_real,0,0,0,0,0.10673604961168483,8.388677769180811,7,63,7,0,0
hid-elecom.c,C:\Users\jacksonchad\Downloads\linux-master\drivers\hid,.c,4406,1743423244.0,jacksonchad,github_real,0,0,0,0,0.5698759825824967,8.390949464841986,12,55,6,0,0
id_ecdsa,\\wsl$\Ubuntu\home\torreselaine\projects\stack\include\misc,,97862,1474585278.0,dev_injector,secret_injection,0,0,0,0,0.09728039298317415,11.491323820412468,8,59,9,0,0
website 00-5004.wpd,Z:\Public\Transfer,.wpd,20971,1761519572.0,vchase,govdoc_real,0,0,0,0,0.8467852502554372,9.950943493692423,19,18,2,0,0
kubeconfig.yaml,C:\Users\xestrada\source\repos\config,.yaml,1314,1759581829.0,dev_injector,secret_injection,0,0,1,1,0.8049051639428929,7.181591944611865,15,37,5,0,0
HB2372S.1.docx,C:\Users\robert46\Documents\Client_Work\Initech\Docx,.docx,20971,1758030600.0,robert46,govdoc_real,0,0,0,0,0.7742505708182957,9.950943493692423,14,52,6,0,0
PayrollNumbers_messy.xls,E:\Payroll\Legacy\Weird,.xls,62914,1762035089.0,kristenmartin,chatGPT_HR,1,0,0,1,0.85867127427378,11.049539888026068,24,23,3,0,0
DictionaryUpdateDialogController.java,\\wsl$\Ubuntu\home\curtis61\projects\psp-validator\javaFxModule\src\main\java\nkp\pspValidator\gui,.java,6762,1546901282.0,curtis61,github_real,0,0,0,0,0.12521226150441056,8.81922185757494,37,98,14,0,0
2009-12-03_0434c098_small.jpg,C:\Users\terry\OneDrive\Documents\Work\Log,.jpg,1160,1750295076.0,terry,system_noise,0,0,0,0,0.6506759180831702,7.057036981697891,29,42,6,0,0
6850ce1d.suo,C:\Users\tracylong\source\repos\wireshark-dissector\ui\gtk\docker\compose\services\temp_config,.suo,4326,1738239900.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.5210693024154973,8.372629740224884,12,94,11,0,0
Candidate_Tracking_Export_01.xlsx,Z:\HR\Recruiting\Exports\Legacy,.xlsx,188743,1511469119.0,scottjonathan,chatGPT_HR,0,0,0,0,0.10976966710103352,12.14814687852655,33,31,4,0,0
19950829FireSit.docx,C:\Users\moniquecarter\Documents\Drafts,.docx,20971,1742440994.0,moniquecarter,govdoc_real,0,0,0,0,0.5599371569261878,9.950943493692423,20,39,4,0,0
046a2542.target,C:\Users\matthew26\Desktop\Coding\jade\doc\tools\sniffer\html\jdoc\k8s\manifests\base\crds,.target,30998,1751863307.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.6724338559614527,10.341710224882465,15,90,14,0,0
NHGRI identifiability workshop document _2_.docx,C:\Users\zphillips\Desktop\Writing,.docx,251658,1763890217.0,zphillips,govdoc_real,0,0,0,0,0.9043518577969794,12.43583027552287,48,34,4,0,0
firebase.json,C:\Work\Projects\armor\cmd,.json,2553,1753329220.0,dev_injector,secret_injection,0,0,1,1,0.6941304857900907,7.845416036592485,13,26,4,0,0
YLoading.xaml.cs,C:\Users\lucasgomez\source\repos\YUI\YUI\YControls,.cs,840,1739600730.0,lucasgomez,github_real,0,0,0,0,0.5330550412798188,6.734591659972948,16,50,7,0,0
fs_malus.doc,C:\Users\william92\OneDrive - Corp\Work\Misc\Malus,.doc,262144,1748376456.0,william92,govdoc_real,0,0,0,0,0.6258987768299322,12.476653064769005,12,50,6,0,0
pr300-prog.sh,C:\Users\nelsonmichael\Dev\automake\t,.sh,1692,1738972215.0,nelsonmichael,github_real,0,0,0,0,0.5274514865807701,7.4342573821331355,13,37,5,0,0
config.py,C:\Users\xestrada\Dev\BioMedICUS,.py,555,1697428245.0,dev_injector,secret_injection,0,0,0,0,0.31121045977407935,6.320768294250582,9,32,4,0,0
green_grapes.ots,C:\Program Files\Microsoft Office\root\Office16\Basis\share\template\en-US\wizard\styles,.ots,8055,1747526398.0,jo,system_noise,0,0,0,0,0.6155143098684377,8.994172434398399,16,88,10,0,0
Package_for_KB958644_client_1~31bf3856ad364e35~x86~~6.0.1.0.cat,C:\Windows\servicing\Packages,.cat,9089,1736011682.0,terry,system_noise,0,0,0,0,0.5025663937919409,9.114930187171524,63,29,3,0,0
01-1679.cvr.docx,Z:\HR\Recruiting\Reqs\2024\Docx,.docx,41943,1747843411.0,chelseakline,govdoc_real,0,1,0,1,0.6193464579032848,10.644090674252368,16,31,5,0,0
RRCvsIIR.demod.pptx,Z:\HR\Recruiting\Reqs\2024\Demod,.pptx,954204,1758727257.0,heatherjones,govdoc_real,0,1,0,1,0.7877236801413227,13.768633812042031,19,32,5,0,0
id_ed25519,\\wsl$\Ubuntu\home\arodriguez\projects\hablar.js\test\emitting,,98559,1674696904.0,dev_injector,secret_injection,0,0,0,0,0.2541899590839283,11.498420778767347,10,62,9,0,0
mysqli_compat.php,C:\Users\miranda56\AppData\Local\Packages\Canonical\rootfs\home\miranda56\phpsploit\src\api\php-functions,.php,1243,1738549931.0,miranda56,github_real,0,0,0,0,0.5237522979142133,7.126087273299125,17,105,13,0,0
a078f5fa.suo,C:\Users\rothronald\source\repos\mathnet-numerics\src\UnitTests\DistributionTests\Continuous\.venv\lib\python3.10\site-packages\pip,.suo,9814,1739411226.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.531353012198373,9.191667106710561,12,131,14,0,0
06a0575n-06.txt,C:\Users\michael53\Downloads\Email_Attachments,.txt,31457,1761219401.0,michael53,govdoc_real,0,0,0,0,0.8400147258289266,10.356408601800588,15,46,4,0,0
backup.sql,C:\Users\matthewthomas\source\repos\UjU_Windows\src,.sql,108004,1739561198.0,dev_injector,secret_injection,0,0,1,1,0.5326990853879675,11.589932801331013,10,51,6,1,0
reset-empresa.blade.php,\\wsl$\Debian\home\richard89\git\SysGAP\resources\views\site,.php,2346,1739556454.0,richard89,github_real,0,0,0,0,0.5326564011851268,7.760893195851024,23,60,10,0,0
CMtTsg58GRtwArlL53JYWnnygHGc5UlaowLkj-kSeOxLqtfnp0xpNfXSJtnhuCX2SPsIBSsslhMmuO3nk1YxNnh81ihsL_goal_check.txt,C:\Jenkins\workspace\contatore_Build\python\RPi.GPIO-0.6.3\RPi,.txt,13190,1738157790.0,synthetic_noise,long_name_injector,0,0,0,0,0.5203633236920253,9.48729005784892,108,62,6,0,0
375d527d.dll,C:\Users\richardmiller\AppData\Local\Packages\Canonical\rootfs\home\richardmiller\left-luggage-detection\misc\demo\ipython\__pycache__\\,.dll,30071,1758577592.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.7847898099164226,10.311349785244014,12,136,16,0,0
HB2440P.docx,C:\Users\debrarocha\Desktop\Writing\Docx,.docx,20971,1749232423.0,debrarocha,govdoc_real,0,0,0,0,0.6367156070451161,9.950943493692423,12,40,5,0,0
A.2 TOR_A_Comparison_of_landings_samples_LAAs.doc,Z:\HR\Payroll\Cycles\2023\Landings,.doc,272629,1757629281.0,vchase,govdoc_real,1,0,0,1,0.7666963780962606,12.515870843546663,49,34,5,0,0
south_down_JIZy4DlbS6mom24GovkWvm63zbczKBIe4EBFf1leKyAWpux7_uZTd3MUneBfQgjIg9GLAmrvwVRvaRxNWUvRNXCgV7m8n2I.dat,C:\Work\Projects\django-portlet\portlet,.dat,15649,1765705924.0,synthetic_noise,long_name_injector,0,0,0,0,0.9540267759158821,9.658226195968298,110,39,4,0,0
pdpapers_2005.html,Z:\RnD\Experiments\2023\Pdpapers,.html,10485,1584386677.0,moniquecarter,govdoc_real,0,0,0,0,0.14710675837770448,9.257796313132479,18,32,4,0,0
border_test.rb,\\wsl$\Ubuntu\home\georgesparks\projects\styles\test\properties,.rb,7238,1752896106.0,georgesparks,github_real,0,0,0,0,0.6875757186873427,8.88723835429314,14,63,9,0,0
84943.docx,C:\Users\lelaurie\Documents\Personal\Docs,.docx,167772,1763477118.0,lelaurie,govdoc_real,0,0,0,0,0.8937640065114177,12.030367154228223,10,41,5,0,0
ScrolledList.py,C:\Python312\Lib\idlelib,.py,4134,1737719984.0,pat,system_noise,0,0,0,0,0.5166311455450328,8.327242607457793,15,24,3,0,0
8d44abcd.so,C:\Work\Projects\material-data\test\comsol\drying\.git\refs\heads\pack,.so,34969,1586145318.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.1483235418442695,10.462245830057421,11,70,10,0,0
tutorial-wordpress.md,C:\Users\bperez\Dev\webhookit\docs,.md,554,1754545518.0,bperez,github_real,0,0,0,0,0.7132246588469779,6.318968113746434,21,34,5,0,0
Erratum - compliance order.docx,C:\Users\rodriguezevelyn\Documents\Audit_Prep,.docx,41943,1753244942.0,rodriguezevelyn,govdoc_real,0,0,0,0,0.6928452436029026,10.644090674252368,31,45,4,0,0
DENA preamble & final compendium 3-9-06.docx,Z:\HR\Payroll\Cycles\2024,.docx,1101004,1749606271.0,scottjonathan,govdoc_real,1,0,0,1,0.6415581106170606,13.911733957020573,44,25,4,0,0
Ch1_Intro.docx,C:\Users\andrea41\Desktop\Writing\Intro,.docx,7381975,1756356732.0,andrea41,govdoc_real,0,0,0,0,0.7436882010810645,15.814551911415347,14,39,5,0,0
README.md,C:\Users\thorntonashley\AppData\Local\Packages\Canonical\rootfs\home\thorntonashley\sqlite-to-mongo,.md,2101,1736562061.0,thorntonashley,github_real,0,0,0,0,0.5070134040704064,7.650644551436897,9,99,10,0,0
1aaef7bd.exe,C:\Apps\Production\history-project\_people\target\classes\org\apache\util,.exe,406940,1661708790.0,structural_toxic_gen,dependency_noise,0,0,0,0,0.23010108293292197,12.916423490771596,12,73,9,0,0
SB1567P.docx,C:\Users\goodjeffrey\Desktop\Temporary\Docx,.docx,20971,1744093351.0,goodjeffrey,govdoc_real,0,0,0,0,0.576861351458321,9.950943493692423,12,43,5,0,0
tag_index.html,C:\Users\tbell\Documents\GitHub\downhilltodumplings\_layouts,.html,745,1750459843.0,tbell,github_real,0,0,0,0,0.6528955044016308,6.61472560020376,14,60,6,0,0
MO.407cv036 Bryant v. Yorktowne Cabinetry ex parte communication with former employees opinion.docx,C:\Users\shane04\Documents\HR\Talent_Acquisition\Candidates\Docx\Cabinetry,.docx,31457,1578746418.0,shane04,govdoc_real,0,0,0,0,0.14333556308855086,10.356408601800588,99,74,8,0,0
sock.h,C:\Users\andreajohnston\Desktop\Coding\Test-Git\include\net,.h,37810,1759564697.0,andreajohnston,github_real,0,0,0,0,0.8045533597386508,10.540355344564857,6,59,7,0,0
01-2519.cvr.doc,Z:\HR\Recruiting\Reqs\2023,.doc,20971,1745382417.0,xsanchez,govdoc_real,0,1,0,1,0.5907921071028757,9.950943493692423,15,26,4,0,0
PostgreSQLCustomDialect.java,C:\Temp\Publish\rsa\src\storagemanager\src\main\java\org\vpac\ndg\storage,.java,1177,1764090964.0,deploy,github_real,0,0,0,0,0.9095881598480051,7.071573364211532,28,73,12,0,0
