filename,path,extension,size_bytes,mod_time_unix,label
sys_4611.bin,C:\Users\Appdata\Local\Temp,.bin,1403378,1638532171,0.0
receive.key,C:\Users\ljones\Downloads,.key,2438,1755776971,0.0
sys_5314.sys,C:\Program Files,.sys,43698183,1716119371,0.0
someone.pptx,C:\Users\amayer\Downloads,.pptx,18756736,1662464971,0.0
different.xls,C:\Users\david36\Downloads,.xls,40077784,1600084171,0.0
behind.webm,C:\Users\martinjustin\Downloads,.webm,49227430,1718192971,0.0
sys_5111.bin,C:\Users\Appdata\Local\Temp,.bin,26603155,1644407371,0.0
sys_8169.dll,C:\Users\Appdata\Local\Temp,.dll,4443879,1744112971,0.0
million.ppt,C:\Users\nbarrett\Downloads,.ppt,7501201,1713354571,0.0
crime.csv,C:\Users\deannasimmons\Downloads,.csv,25622251,1626004171,0.0
sys_5340.sys,C:\Users\Appdata\Local\Temp,.sys,18453416,1613648971,0.0
sys_4425.bin,C:\Users\Appdata\Local\Temp,.bin,36440111,1655120971,0.0
everyone.mov,C:\Users\robinsonkevin\Downloads,.mov,3884149,1662551371,0.0
policy.pptx,C:\Users\esheppard\Downloads,.pptx,30005147,1657885771,0.0
sys_6395.cache,C:\Users\Appdata\Local\Temp,.cache,50005841,1727092171,0.0
sys_4780.bin,C:\Users\Appdata\Local\Temp,.bin,30590720,1672746571,0.0
drive.ods,C:\Users\allengabriella\Downloads,.ods,26883290,1729511371,0.0
just.jpg,C:\Users\fmcdonald\Downloads,.jpg,14902642,1730288971,0.0
although.mov,C:\Users\xmartin\Downloads,.mov,41471755,1682336971,0.0
figure.mov,C:\Users\jackhernandez\Downloads,.mov,7961134,1695642571,0.0
rock.tiff,C:\Users\wayne06\Downloads,.tiff,47115498,1625917771,0.0
purpose.docx,C:\Users\hoodrachel\Downloads,.docx,11336729,1648727371,0.0
sys_4627.dll,C:\Users\Appdata\Local\Temp,.dll,49373040,1763380171,0.0
sys_6741.cache,C:\Users\Appdata\Local\Temp,.cache,22278176,1665488971,0.0
sys_6126.sys,C:\Users\Appdata\Local\Temp,.sys,50483117,1693914571,0.0
sys_9248.ico,C:\Windows\System32,.ico,43604442,1736077771,0.0
treat.pdf,C:\Users\michaelwyatt\Downloads,.pdf,45024219,1613303371,0.0
sys_4970.dll,C:\Windows\System32,.dll,40965730,1700048971,0.0
sys_3635.tmp,C:\Program Files,.tmp,4699403,1615636171,0.0
raise.jpeg,C:\Users\mhicks\Downloads,.jpeg,173472,1648986571,0.0
sys_9350.tmp,C:\Users\Appdata\Local\Temp,.tmp,24795949,1672487371,0.0
sys_1049.dat,C:\Windows\System32,.dat,21271395,1721562571,0.0
president.avi,C:\Users\ppennington\Downloads,.avi,33806106,1678448971,0.0
country.key,C:\Users\xchang\Downloads,.key,317,1691754571,0.0
sys_6740.sys,C:\Program Files,.sys,32336290,1622807371,0.0
no.doc,C:\Users\tiffanylamb\Downloads,.doc,30734036,1685706571,0.0
good.jpeg,C:\Users\cindymartin\Downloads,.jpeg,26116962,1699012171,0.0
sys_2597.sys,C:\Windows\System32,.sys,31094864,1687088971,0.0
sys_6759.dll,C:\Users\Appdata\Local\Temp,.dll,16529470,1742384971,0.0
state.png,C:\Users\john21\Downloads,.png,15265432,1694173771,0.0
most.avi,C:\Users\wrightcarrie\Downloads,.avi,9189963,1618660171,0.0
sys_9151.tmp,C:\Users\Appdata\Local\Temp,.tmp,12431716,1667821771,0.0
form.wav,C:\Users\michaelreeves\Downloads,.wav,28647845,1595159371,0.0
sys_4433.dll,C:\Program Files,.dll,31168737,1605959371,0.0
room.avi,C:\Users\zyoung\Downloads,.avi,1853619,1659872971,0.0
sys_5521.dat,C:\Windows\System32,.dat,7002442,1678535371,0.0
five.html,C:\Users\anitamendoza\Downloads,.html,11611661,1724413771,0.0
sys_1346.dll,C:\Program Files,.dll,25034625,1741348171,0.0
seem.avi,C:\Users\nathanjones\Downloads,.avi,2391495,1657280971,0.0
sys_1854.sys,C:\Program Files,.sys,32011126,1705837771,0.0
sys_6548.dll,C:\Users\Appdata\Local\Temp,.dll,42326803,1606736971,0.0
sys_5513.sys,C:\Program Files,.sys,47856322,1701949771,0.0
sys_6155.tmp,C:\Program Files,.tmp,29041192,1635335371,0.0
check.xls,C:\Users\wendydelgado\Downloads,.xls,20083170,1643975371,0.0
husband.wav,C:\Users\sreed\Downloads,.wav,27369951,1615290571,0.0
sys_7532.tmp,C:\Program Files,.tmp,4913146,1655984971,0.0
team.flac,C:\Users\rhaney\Downloads,.flac,52375103,1660045771,0.0
sys_2173.dll,C:\Windows\System32,.dll,49047569,1708084171,0.0
suddenly.doc,C:\Users\debbiethomas\Downloads,.doc,24873573,1695815371,0.0
sys_9198.ico,C:\Users\Appdata\Local\Temp,.ico,1072479,1630928971,0.0
sys_8446.sys,C:\Windows\System32,.sys,36698171,1669981771,0.0
guess.docx,C:\Users\stephanieedwards\Downloads,.docx,23165251,1635767371,0.0
sys_6819.sys,C:\Users\Appdata\Local\Temp,.sys,48153184,1662032971,0.0
important.csv,C:\Users\nicholashoward\Downloads,.csv,31020853,1720007371,0.0
sys_8376.dll,C:\Windows\System32,.dll,10794943,1766144971,0.0
experience.webm,C:\Users\dunnderek\Downloads,.webm,27669428,1606132171,0.0
tonight.jpg,C:\Users\sfernandez\Downloads,.jpg,40844718,1686743371,0.0
better.js,C:\Users\robertortega\Downloads,.js,47914879,1725450571,0.0
sys_1528.tmp,C:\Users\Appdata\Local\Temp,.tmp,41705761,1676807371,0.0
listen.bmp,C:\Users\nstewart\Downloads,.bmp,24067374,1700567371,0.0
sys_6579.dat,C:\Windows\System32,.dat,9965646,1740138571,0.0
different.pages,C:\Users\ballpatricia\Downloads,.pages,36263416,1697111371,0.0
sys_6375.bin,C:\Windows\System32,.bin,47593397,1692100171,0.0
sys_7201.cache,C:\Program Files,.cache,20571865,1745840971,0.0
perhaps.doc,C:\Users\sarahlowery\Downloads,.doc,8400051,1726400971,0.0
sys_9390.tmp,C:\Users\Appdata\Local\Temp,.tmp,12620818,1719920971,0.0
sys_4370.tmp,C:\Program Files,.tmp,26212309,1626349771,0.0
across.mp4,C:\Users\carlosburton\Downloads,.mp4,16750913,1739188171,0.0
at.docx,C:\Users\daniellelogan\Downloads,.docx,42910690,1737200971,0.0
sys_9726.ico,C:\Windows\System32,.ico,49226859,1701949771,0.0
sys_6271.ico,C:\Users\Appdata\Local\Temp,.ico,3313464,1674992971,0.0
media.flac,C:\Users\breyes\Downloads,.flac,16612400,1699876171,0.0
live.avi,C:\Users\ljenkins\Downloads,.avi,27297320,1661341771,0.0
capital.mov,C:\Users\lhale\Downloads,.mov,43057109,1708516171,0.0
sys_2709.dat,C:\Windows\System32,.dat,21894764,1653306571,0.0
sys_4743.png,C:\Windows\System32,.png,23407379,1703418571,0.0
sys_7109.dll,C:\Users\Appdata\Local\Temp,.dll,47657894,1752839371,0.0
value.jpg,C:\Users\cory26\Downloads,.jpg,30059028,1701776971,0.0
sys_4701.dat,C:\Program Files,.dat,52274364,1758368971,0.0
sys_8790.cache,C:\Windows\System32,.cache,2002367,1604922571,0.0
sys_6094.png,C:\Users\Appdata\Local\Temp,.png,32899275,1753271371,0.0
suffer.bmp,C:\Users\larrydavidson\Downloads,.bmp,31757485,1762429771,0.0
good.doc,C:\Users\dwade\Downloads,.doc,12713868,1752666571,0.0
strategy.jpg,C:\Users\allenmatthew\Downloads,.jpg,37428759,1662119371,0.0
western.mp3,C:\Users\samuelrosario\Downloads,.mp3,38044614,1657021771,0.0
sys_6662.png,C:\Program Files,.png,47642075,1664884171,0.0
sys_3333.png,C:\Program Files,.png,47230567,1735386571,0.0
shoulder.json,C:\Users\amyjones\Downloads,.json,27619845,1755776971,0.0
street.bmp,C:\Users\rebeccafox\Downloads,.bmp,2685533,1702295371,0.0
tree.jpeg,C:\Users\donaldrios\Downloads,.jpeg,47399040,1664106571,0.0
might.avi,C:\Users\daniel99\Downloads,.avi,44121013,1641901771,0.0
sys_2848.tmp,C:\Windows\System32,.tmp,6140502,1754221771,0.0
sys_6161.bin,C:\Program Files,.bin,28891841,1755085771,0.0
present.wav,C:\Users\david50\Downloads,.wav,11821650,1666612171,0.0
sys_4899.ico,C:\Program Files,.ico,12503449,1697284171,0.0
try.numbers,C:\Users\autumnsweeney\Downloads,.numbers,38389637,1678794571,0.0
into.mp3,C:\Users\csmith\Downloads,.mp3,20585879,1697975371,0.0
seek.xlsx,C:\Users\snyderaustin\Downloads,.xlsx,48052119,1604317771,0.0
sys_8598.ico,C:\Users\Appdata\Local\Temp,.ico,45675588,1618487371,0.0
degree.xlsx,C:\Users\dsullivan\Downloads,.xlsx,43271804,1704541771,0.0
sys_6793.dll,C:\Users\Appdata\Local\Temp,.dll,45792133,1740224971,0.0
sys_7077.dat,C:\Users\Appdata\Local\Temp,.dat,50321831,1714045771,0.0
statement.gif,C:\Users\fwilliamson\Downloads,.gif,22723540,1672746571,0.0
establish.avi,C:\Users\maustin\Downloads,.avi,19988361,1712231371,0.0
sys_9735.dll,C:\Users\Appdata\Local\Temp,.dll,6123918,1757072971,0.0
sys_3581.cache,C:\Users\Appdata\Local\Temp,.cache,5522573,1691668171,0.0
sys_9293.sys,C:\Users\Appdata\Local\Temp,.sys,39296589,1737546571,0.0
research.css,C:\Users\benjamin51\Downloads,.css,743394,1703936971,0.0
sys_7103.cache,C:\Users\Appdata\Local\Temp,.cache,22191829,1708170571,0.0
sys_2958.ico,C:\Program Files,.ico,1881896,1617104971,0.0
allow.bmp,C:\Users\mooreandrew\Downloads,.bmp,19832971,1625917771,0.0
woman.css,C:\Users\annkelly\Downloads,.css,16268015,1623152971,0.0
people.txt,C:\Users\linda14\Downloads,.txt,3183,1684928971,0.0
sys_6167.sys,C:\Users\Appdata\Local\Temp,.sys,35867613,1605786571,0.0
sys_4286.dat,C:\Users\Appdata\Local\Temp,.dat,9928903,1633088971,0.0
business.webm,C:\Users\mwoods\Downloads,.webm,32263594,1720266571,0.0
here.jpg,C:\Users\philipwilson\Downloads,.jpg,32130979,1727264971,0.0
sys_1623.dll,C:\Windows\System32,.dll,8376689,1689940171,0.0
base.bmp,C:\Users\crocha\Downloads,.bmp,48591965,1595850571,0.0
nice.odt,C:\Users\nathanparker\Downloads,.odt,3953550,1656589771,0.0
half.json,C:\Users\ljohnson\Downloads,.json,36633746,1630237771,0.0
doctor.pdf,C:\Users\mcgrathtammy\Downloads,.pdf,25388715,1759664971,0.0
man.css,C:\Users\haileyjohnson\Downloads,.css,39896795,1654343371,0.0
sys_8617.dat,C:\Users\Appdata\Local\Temp,.dat,22469979,1709898571,0.0
ask.bmp,C:\Users\bradshawangela\Downloads,.bmp,14943665,1615376971,0.0
heart.jpg,C:\Users\kingkristina\Downloads,.jpg,51536039,1624967371,0.0
sys_5069.ico,C:\Windows\System32,.ico,23604833,1625140171,0.0
yeah.bmp,C:\Users\jenniferpowell\Downloads,.bmp,31659070,1762084171,0.0
sys_3541.dll,C:\Users\Appdata\Local\Temp,.dll,11830661,1713354571,0.0
sys_5111.tmp,C:\Windows\System32,.tmp,15867988,1645271371,0.0
sys_4841.png,C:\Windows\System32,.png,42207540,1690804171,0.0
sys_9190.tmp,C:\Program Files,.tmp,50793801,1761911371,0.0
teach.flac,C:\Users\stewartcorey\Downloads,.flac,48801843,1615117771,0.0
relationship.webm,C:\Users\ilucas\Downloads,.webm,36180917,1614858571,0.0
sys_1803.dat,C:\Users\Appdata\Local\Temp,.dat,38621757,1693223371,0.0
early.pptx,C:\Users\ksmith\Downloads,.pptx,44768206,1759319371,0.0
nor.xls,C:\Users\samanthaneal\Downloads,.xls,29125882,1695901771,0.0
human.pdf,C:\Users\carrkatherine\Downloads,.pdf,14157447,1682423371,0.0
sys_2586.sys,C:\Users\Appdata\Local\Temp,.sys,6325365,1612266571,0.0
keep.flac,C:\Users\tammie02\Downloads,.flac,6960130,1634989771,0.0
sys_9456.ico,C:\Windows\System32,.ico,6078728,1684496971,0.0
recent.gif,C:\Users\dstephens\Downloads,.gif,29662627,1666525771,0.0
generation.avi,C:\Users\daniel81\Downloads,.avi,3400102,1755172171,0.0
hear.ods,C:\Users\wyattjerry\Downloads,.ods,7735355,1603540171,0.0
sys_5532.sys,C:\Program Files,.sys,28695557,1610365771,0.0
sys_2992.cache,C:\Users\Appdata\Local\Temp,.cache,41186191,1668512971,0.0
sys_2488.dll,C:\Program Files,.dll,40131391,1601380171,0.0
wind.flac,C:\Users\jenniferlucas\Downloads,.flac,13388405,1604836171,0.0
sys_8982.cache,C:\Users\Appdata\Local\Temp,.cache,30006971,1763984971,0.0
executive.css,C:\Users\adamsdavid\Downloads,.css,17541224,1725536971,0.0
no.bmp,C:\Users\carterann\Downloads,.bmp,40219336,1635594571,0.0
daughter.pdf,C:\Users\patrick24\Downloads,.pdf,43906850,1707824971,0.0
sys_1837.dat,C:\Users\Appdata\Local\Temp,.dat,21192593,1688816971,0.0
sys_1275.ico,C:\Program Files,.ico,16709901,1609501771,0.0
sys_9817.png,C:\Windows\System32,.png,32210740,1717847371,0.0
sys_8436.tmp,C:\Program Files,.tmp,1837722,1760183371,0.0
sys_6996.dll,C:\Users\Appdata\Local\Temp,.dll,29737000,1614512971,0.0
sys_6998.ico,C:\Users\Appdata\Local\Temp,.ico,30693331,1751370571,0.0
drug.flac,C:\Users\charlesallison\Downloads,.flac,51471156,1744285771,0.0
daughter.flac,C:\Users\echan\Downloads,.flac,35860164,1657540171,0.0
sys_5623.sys,C:\Windows\System32,.sys,27510361,1603885771,0.0
important.flac,C:\Users\williamsmiguel\Downloads,.flac,5387945,1596887371,0.0
sys_7926.dll,C:\Program Files,.dll,39090626,1679572171,0.0
sys_2085.cache,C:\Program Files,.cache,30960825,1635335371,0.0
others.mp3,C:\Users\colleen94\Downloads,.mp3,3012208,1688384971,0.0
list.bmp,C:\Users\floresrichard\Downloads,.bmp,27170753,1739533771,0.0
what.mp3,C:\Users\luis38\Downloads,.mp3,43137925,1608896971,0.0
meet.wav,C:\Users\nicolewebb\Downloads,.wav,25645080,1757764171,0.0
available.pdf,C:\Users\nuneznicole\Downloads,.pdf,4136988,1639050571,0.0
method.mov,C:\Users\lydianguyen\Downloads,.mov,5586149,1678621771,0.0
sys_9074.cache,C:\Users\Appdata\Local\Temp,.cache,43951132,1658576971,0.0
sys_6659.bin,C:\Users\Appdata\Local\Temp,.bin,41486796,1713527371,0.0
too.wav,C:\Users\fbrooks\Downloads,.wav,23565377,1732103371,0.0
sys_9800.tmp,C:\Windows\System32,.tmp,50611459,1748864971,0.0
its.numbers,C:\Users\curtiselizabeth\Downloads,.numbers,19045329,1696506571,0.0
sys_8575.sys,C:\Windows\System32,.sys,24854395,1699184971,0.0
fast.js,C:\Users\jacob99\Downloads,.js,45858297,1596887371,0.0
sys_3009.bin,C:\Users\Appdata\Local\Temp,.bin,34868783,1633780171,0.0
wait.mp3,C:\Users\stokesjohn\Downloads,.mp3,19658692,1712404171,0.0
pull.flac,C:\Users\gilmorematthew\Downloads,.flac,43213035,1616586571,0.0
prevent.jpg,C:\Users\michael49\Downloads,.jpg,38206458,1661860171,0.0
fact.wav,C:\Users\banksdenise\Downloads,.wav,49562355,1765280971,0.0
information.avi,C:\Users\raychelsea\Downloads,.avi,9160130,1635853771,0.0
land.avi,C:\Users\rileypedro\Downloads,.avi,38219640,1765108171,0.0
type.js,C:\Users\michael47\Downloads,.js,39368659,1700480971,0.0
walk.html,C:\Users\irodriguez\Downloads,.html,26697922,1698234571,0.0
sys_7161.png,C:\Users\Appdata\Local\Temp,.png,40901183,1664106571,0.0
all.mp4,C:\Users\taylorjames\Downloads,.mp4,50201171,1730893771,0.0
five.html,C:\Users\ytorres\Downloads,.html,32969453,1744717771,0.0
sys_3144.dll,C:\Windows\System32,.dll,49331094,1700394571,0.0
sys_2906.png,C:\Windows\System32,.png,3651678,1657972171,0.0
sys_7618.png,C:\Windows\System32,.png,16832571,1752752971,0.0
sys_5783.dll,C:\Windows\System32,.dll,43101794,1715773771,0.0
sys_7697.ico,C:\Users\Appdata\Local\Temp,.ico,35609706,1656589771,0.0
bring.bmp,C:\Users\grantsteven\Downloads,.bmp,20377535,1610452171,0.0
decide.avi,C:\Users\leepamela\Downloads,.avi,49121459,1639482571,0.0
sys_2312.tmp,C:\Users\Appdata\Local\Temp,.tmp,22991611,1651060171,0.0
sys_9388.tmp,C:\Program Files,.tmp,43588903,1610970571,0.0
try.mp4,C:\Users\klarson\Downloads,.mp4,15860040,1747223371,0.0
sys_3389.sys,C:\Windows\System32,.sys,18877708,1717328971,0.0
pull.bmp,C:\Users\joseph28\Downloads,.bmp,42890475,1701949771,0.0
never.html,C:\Users\debra61\Downloads,.html,48071652,1736682571,0.0
sys_1586.dll,C:\Users\Appdata\Local\Temp,.dll,31381294,1741693771,0.0
ready.flac,C:\Users\scottronald\Downloads,.flac,51945839,1616327371,0.0
purpose.tiff,C:\Users\james63\Downloads,.tiff,31672202,1694692171,0.0
political.webm,C:\Users\xmiller\Downloads,.webm,8741094,1697370571,0.0
then.gif,C:\Users\nfleming\Downloads,.gif,43502180,1629546571,0.0
sys_9093.bin,C:\Windows\System32,.bin,28428413,1610538571,0.0
list.ods,C:\Users\chase54\Downloads,.ods,5374250,1635421771,0.0
sys_9600.tmp,C:\Windows\System32,.tmp,25514246,1614512971,0.0
coach.html,C:\Users\hardinanthony\Downloads,.html,27114983,1612784971,0.0
sys_5789.cache,C:\Program Files,.cache,12263819,1724413771,0.0
sys_3459.dll,C:\Windows\System32,.dll,27137952,1632224971,0.0
note.bmp,C:\Users\tylerroberts\Downloads,.bmp,18620409,1617277771,0.0
bad.json,C:\Users\robersonshannon\Downloads,.json,46939276,1750592971,0.0
smile.odp,C:\Users\rasmussenjoseph\Downloads,.odp,37886549,1659095371,0.0
follow.avi,C:\Users\oalvarez\Downloads,.avi,43819153,1664884171,0.0
story.json,C:\Users\fosterjessica\Downloads,.json,14378291,1676461771,0.0
southern.ods,C:\Users\stokeskevin\Downloads,.ods,29864584,1698061771,0.0
fish.bmp,C:\Users\shawnreyes\Downloads,.bmp,38014108,1708775371,0.0
their.mp4,C:\Users\jasonorr\Downloads,.mp4,8038700,1641469771,0.0
sys_3558.bin,C:\Windows\System32,.bin,10509691,1740829771,0.0
sys_5724.cache,C:\Program Files,.cache,10928537,1649591371,0.0
different.docx,C:\Users\susan42\Downloads,.docx,50157097,1663674571,0.0
exist.jpeg,C:\Users\christopher17\Downloads,.jpeg,30844120,1762602571,0.0
sys_5255.dat,C:\Program Files,.dat,13538948,1641815371,0.0
side.docx,C:\Users\ialvarez\Downloads,.docx,23609890,1631015371,0.0
inside.js,C:\Users\morenobarbara\Downloads,.js,17648208,1701863371,0.0
sys_6143.ico,C:\Program Files,.ico,45615301,1616327371,0.0
sys_8133.sys,C:\Program Files,.sys,2711376,1758109771,0.0
sys_5759.dll,C:\Program Files,.dll,27275535,1596109771,0.0
article.webm,C:\Users\cheryljackson\Downloads,.webm,18302611,1658144971,0.0
ball.flac,C:\Users\shafferrachel\Downloads,.flac,21499162,1747223371,0.0
difficult.bmp,C:\Users\ltorres\Downloads,.bmp,14659152,1733226571,0.0
sys_3075.cache,C:\Program Files,.cache,8203946,1748864971,0.0
sys_4992.sys,C:\Windows\System32,.sys,11102710,1654948171,0.0
sys_3355.bin,C:\Users\Appdata\Local\Temp,.bin,36941070,1689335371,0.0
top.png,C:\Users\nathan66\Downloads,.png,20827459,1609501771,0.0
interview.key,C:\Users\shepardalec\Downloads,.key,1256,1596282571,0.0
sys_2399.dll,C:\Windows\System32,.dll,24853337,1615808971,0.0
relate.mov,C:\Users\keith79\Downloads,.mov,704830,1654256971,0.0
medical.mov,C:\Users\javiersmith\Downloads,.mov,50610444,1738842571,0.0
sys_5097.tmp,C:\Program Files,.tmp,7853141,1745754571,0.0
sys_7755.dll,C:\Users\Appdata\Local\Temp,.dll,38035233,1717933771,0.0
year.wav,C:\Users\joshuawhite\Downloads,.wav,18233632,1619092171,0.0
sys_6459.cache,C:\Windows\System32,.cache,28214763,1654084171,0.0
sys_1377.dll,C:\Users\Appdata\Local\Temp,.dll,32503173,1633780171,0.0
sys_8249.tmp,C:\Program Files,.tmp,7804419,1703850571,0.0
draw.bmp,C:\Users\olee\Downloads,.bmp,47693823,1654688971,0.0
sys_9235.bin,C:\Program Files,.bin,39421949,1606304971,0.0
sys_7165.cache,C:\Users\Appdata\Local\Temp,.cache,49357121,1619092171,0.0
summer.mp3,C:\Users\kurtschaefer\Downloads,.mp3,52107818,1668772171,0.0
sys_2543.cache,C:\Users\Appdata\Local\Temp,.cache,3516006,1694260171,0.0
sys_4144.dat,C:\Program Files,.dat,32869515,1708343371,0.0
pattern.bmp,C:\Users\matthewrodgers\Downloads,.bmp,18989045,1690890571,0.0
sys_1789.sys,C:\Windows\System32,.sys,38318147,1671191371,0.0
oil.key,C:\Users\qarellano\Downloads,.key,725,1764244171,0.0
individual.json,C:\Users\taylor40\Downloads,.json,50320624,1634471371,0.0
effort.jpg,C:\Users\gutierrezjeffrey\Downloads,.jpg,23297973,1668253771,0.0
sys_2350.tmp,C:\Windows\System32,.tmp,37164138,1686484171,0.0
sys_4760.sys,C:\Windows\System32,.sys,3547077,1602762571,0.0
sys_3099.png,C:\Program Files,.png,6528215,1707565771,0.0
sys_5327.sys,C:\Program Files,.sys,48385989,1623498571,0.0
sys_6198.tmp,C:\Windows\System32,.tmp,20474721,1628855371,0.0
share.json,C:\Users\csimon\Downloads,.json,21392103,1606823371,0.0
listen.avi,C:\Users\laurienichols\Downloads,.avi,23941955,1593863371,0.0
box.png,C:\Users\cmartin\Downloads,.png,30561725,1747828171,0.0
sys_9360.tmp,C:\Program Files,.tmp,14823113,1748432971,0.0
quite.csv,C:\Users\milesjames\Downloads,.csv,27356918,1698493771,0.0
sys_6749.bin,C:\Program Files,.bin,12587840,1753184971,0.0
sys_9608.tmp,C:\Windows\System32,.tmp,3062416,1657972171,0.0
than.json,C:\Users\cole31\Downloads,.json,15527554,1594986571,0.0
sys_7396.tmp,C:\Users\Appdata\Local\Temp,.tmp,5336631,1630842571,0.0
sys_3575.ico,C:\Windows\System32,.ico,34763649,1625658571,0.0
blood.wav,C:\Users\mcguirejennifer\Downloads,.wav,20250748,1687434571,0.0
run.ppt,C:\Users\wrightanthony\Downloads,.ppt,47158137,1613216971,0.0
sys_2831.bin,C:\Windows\System32,.bin,15859757,1743767371,0.0
color.pdf,C:\Users\jasonspencer\Downloads,.pdf,25444000,1664452171,0.0
wind.avi,C:\Users\teresacohen\Downloads,.avi,19989263,1706356171,0.0
sys_9102.dat,C:\Users\Appdata\Local\Temp,.dat,37185120,1643716171,0.0
sys_9970.png,C:\Windows\System32,.png,32892512,1656416971,0.0
data.css,C:\Users\millerrhonda\Downloads,.css,3482948,1693396171,0.0
sys_6441.bin,C:\Users\Appdata\Local\Temp,.bin,28452360,1608464971,0.0
sys_4325.tmp,C:\Program Files,.tmp,25928171,1602935371,0.0
sys_4656.cache,C:\Users\Appdata\Local\Temp,.cache,11608127,1684842571,0.0
from.wav,C:\Users\amandaayers\Downloads,.wav,31740269,1682336971,0.0
area.mp4,C:\Users\gking\Downloads,.mp4,33323157,1724845771,0.0
morning.ppt,C:\Users\ydixon\Downloads,.ppt,9705092,1704196171,0.0
sys_7515.png,C:\Windows\System32,.png,42894359,1764935371,0.0
sys_8802.dat,C:\Users\Appdata\Local\Temp,.dat,19701755,1694864971,0.0
democratic.txt,C:\Users\jamesscott\Downloads,.txt,1516,1736250571,0.0
true.txt,C:\Users\ggutierrez\Downloads,.txt,1123,1723895371,0.0
black.pptx,C:\Users\donnaodom\Downloads,.pptx,7922417,1640692171,0.0
sys_2803.png,C:\Program Files,.png,40594315,1704800971,0.0
sys_6363.png,C:\Users\Appdata\Local\Temp,.png,8781527,1751888971,0.0
sys_9537.dat,C:\Program Files,.dat,14834868,1753616971,0.0
likely.mp3,C:\Users\xwilliams\Downloads,.mp3,49465504,1748000971,0.0
sys_6099.ico,C:\Users\Appdata\Local\Temp,.ico,22215933,1727351371,0.0
sys_6955.tmp,C:\Program Files,.tmp,37243156,1740656971,0.0
paper.csv,C:\Users\patriciaroberts\Downloads,.csv,33908210,1609760971,0.0
sys_7915.cache,C:\Program Files,.cache,19115490,1693655371,0.0
sys_4709.ico,C:\Windows\System32,.ico,708190,1615463371,0.0
sys_1440.dll,C:\Users\Appdata\Local\Temp,.dll,35584323,1631274571,0.0
sys_2292.cache,C:\Windows\System32,.cache,48593382,1604576971,0.0
perform.avi,C:\Users\patricia03\Downloads,.avi,42326842,1688298571,0.0
almost.mp3,C:\Users\bryannash\Downloads,.mp3,32697551,1644493771,0.0
sys_3315.dat,C:\Program Files,.dat,39838852,1690112971,0.0
sys_2437.png,C:\Users\Appdata\Local\Temp,.png,37697641,1753616971,0.0
sys_2664.bin,C:\Program Files,.bin,16298636,1646912971,0.0
east.webm,C:\Users\williamslisa\Downloads,.webm,48357874,1632052171,0.0
information.css,C:\Users\tina55\Downloads,.css,39998539,1734349771,0.0
either.csv,C:\Users\brownbrenda\Downloads,.csv,13776081,1700826571,0.0
very.css,C:\Users\pzamora\Downloads,.css,1353641,1705232971,0.0
team.mov,C:\Users\dominguezashley\Downloads,.mov,7885352,1729856971,0.0
sys_5944.ico,C:\Windows\System32,.ico,49829189,1606736971,0.0
sys_3623.ico,C:\Program Files,.ico,6491579,1674215371,0.0
sys_8678.dll,C:\Users\Appdata\Local\Temp,.dll,13009518,1652269771,0.0
sys_3089.cache,C:\Windows\System32,.cache,50255358,1699357771,0.0
sys_1270.ico,C:\Users\Appdata\Local\Temp,.ico,24901163,1725796171,0.0
sys_4580.dll,C:\Users\Appdata\Local\Temp,.dll,21860879,1597578571,0.0
sys_3008.dat,C:\Program Files,.dat,28621339,1639309771,0.0
sys_9654.ico,C:\Windows\System32,.ico,32821856,1632311371,0.0
maybe.css,C:\Users\aharper\Downloads,.css,44698575,1725364171,0.0
sys_2233.bin,C:\Program Files,.bin,27926184,1713700171,0.0
tree.avi,C:\Users\palvarez\Downloads,.avi,13492001,1621424971,0.0
sys_9103.bin,C:\Users\Appdata\Local\Temp,.bin,12997368,1609933771,0.0
sys_4864.tmp,C:\Windows\System32,.tmp,46571925,1630928971,0.0
sys_8252.tmp,C:\Program Files,.tmp,41238917,1661168971,0.0
page.json,C:\Users\victoriacochran\Downloads,.json,3346983,1601380171,0.0
gun.bmp,C:\Users\jessica82\Downloads,.bmp,18654216,1624276171,0.0
argue.ods,C:\Users\jhartman\Downloads,.ods,4157842,1594900171,0.0
include.ppt,C:\Users\uwilliams\Downloads,.ppt,43484932,1648208971,0.0
sys_7744.png,C:\Windows\System32,.png,45240577,1758109771,0.0
you.docx,C:\Users\nicolecarpenter\Downloads,.docx,15680076,1663501771,0.0
sys_1128.bin,C:\Program Files,.bin,35661526,1600948171,0.0
least.json,C:\Users\fernandezlisa\Downloads,.json,46263944,1679917771,0.0
fear.odp,C:\Users\jamiethomas\Downloads,.odp,6601150,1718106571,0.0
fight.webm,C:\Users\tiffanyfisher\Downloads,.webm,45740386,1650368971,0.0
sys_4431.cache,C:\Program Files,.cache,1716632,1628423371,0.0
serve.xlsx,C:\Users\ehumphrey\Downloads,.xlsx,7522494,1738410571,0.0
participant.js,C:\Users\kennedybrandon\Downloads,.js,16307469,1609069771,0.0
sys_4400.cache,C:\Users\Appdata\Local\Temp,.cache,43421095,1750333771,0.0
sys_5661.ico,C:\Program Files,.ico,5486644,1750420171,0.0
sys_3082.dat,C:\Program Files,.dat,6912926,1700740171,0.0
participant.wav,C:\Users\allison14\Downloads,.wav,21060188,1737978571,0.0
third.numbers,C:\Users\wbarber\Downloads,.numbers,18632733,1628768971,0.0
